,exterior_2nd_asphshn,exterior_2nd_brk cmn,exterior_2nd_brkface,exterior_2nd_cblock,exterior_2nd_cmentbd,exterior_2nd_hdboard,exterior_2nd_imstucc,exterior_2nd_metalsd,exterior_2nd_plywood,exterior_2nd_stone,exterior_2nd_stucco,exterior_2nd_vinylsd,exterior_2nd_wd sdng,exterior_2nd_wd shng,mas_vnr_type_brkcmn,mas_vnr_type_brkface,mas_vnr_type_none,mas_vnr_type_stone,exter_qual_fa,exter_qual_gd,exter_qual_ta,foundation_cblock,foundation_pconc,foundation_slab,foundation_stone,foundation_wood,bsmt_exposure_av,bsmt_exposure_gd,bsmt_exposure_mn,bsmt_exposure_no,bsmtfin_type_1_alq,bsmtfin_type_1_blq,bsmtfin_type_1_glq,bsmtfin_type_1_lwq,bsmtfin_type_1_rec,bsmtfin_type_1_unf,heating_qc_fa,heating_qc_gd,heating_qc_po,heating_qc_ta,kitchen_qual_fa,kitchen_qual_gd,kitchen_qual_ta,neighborhood_blueste,neighborhood_brdale,neighborhood_brkside,neighborhood_clearcr,neighborhood_collgcr,neighborhood_crawfor,neighborhood_edwards,neighborhood_gilbert,neighborhood_greens,neighborhood_grnhill,neighborhood_idotrr,neighborhood_landmrk,neighborhood_meadowv,neighborhood_mitchel,neighborhood_names,neighborhood_noridge,neighborhood_npkvill,neighborhood_nridght,neighborhood_nwames,neighborhood_oldtown,neighborhood_sawyer,neighborhood_sawyerw,neighborhood_somerst,neighborhood_stonebr,neighborhood_swisu,neighborhood_timber,neighborhood_veenker,bldg_type_2fmcon,bldg_type_duplex,bldg_type_twnhs,bldg_type_twnhse,house_style_1.5unf,house_style_1story,house_style_2.5fin,house_style_2.5unf,house_style_2story,house_style_sfoyer,house_style_slvl,exterior_1st_asphshn,exterior_1st_brkcomm,exterior_1st_brkface,exterior_1st_cblock,exterior_1st_cemntbd,exterior_1st_hdboard,exterior_1st_imstucc,exterior_1st_metalsd,exterior_1st_plywood,exterior_1st_stone,exterior_1st_stucco,exterior_1st_vinylsd,exterior_1st_wd sdng,exterior_1st_wdshing,garage_finish_fin,garage_finish_rfn,garage_finish_unf,garage_type_2types,garage_type_attchd,garage_type_basment,garage_type_builtin,garage_type_carport,garage_type_detchd,fireplace_qu_fa,fireplace_qu_gd,fireplace_qu_none,fireplace_qu_po,fireplace_qu_ta,saleprice,overall_qual,gr_liv_area,garage_area,garage_cars,total_bsmt_sf,1st_flr_sf,year_built,year_remod/add,garage_yr_blt,full_bath,overall_qual^2,overall_qual gr_liv_area,overall_qual garage_area,overall_qual garage_cars,overall_qual total_bsmt_sf,overall_qual 1st_flr_sf,overall_qual year_built,overall_qual year_remod/add,overall_qual garage_yr_blt,overall_qual full_bath,gr_liv_area^2,gr_liv_area garage_area,gr_liv_area garage_cars,gr_liv_area total_bsmt_sf,gr_liv_area 1st_flr_sf,gr_liv_area year_built,gr_liv_area year_remod/add,gr_liv_area garage_yr_blt,gr_liv_area full_bath,garage_area^2,garage_area garage_cars,garage_area total_bsmt_sf,garage_area 1st_flr_sf,garage_area year_built,garage_area year_remod/add,garage_area garage_yr_blt,garage_area full_bath,garage_cars^2,garage_cars total_bsmt_sf,garage_cars 1st_flr_sf,garage_cars year_built,garage_cars year_remod/add,garage_cars garage_yr_blt,garage_cars full_bath,total_bsmt_sf^2,total_bsmt_sf 1st_flr_sf,total_bsmt_sf year_built,total_bsmt_sf year_remod/add,total_bsmt_sf garage_yr_blt,total_bsmt_sf full_bath,1st_flr_sf^2,1st_flr_sf year_built,1st_flr_sf year_remod/add,1st_flr_sf garage_yr_blt,1st_flr_sf full_bath,year_built^2,year_built year_remod/add,year_built garage_yr_blt,year_built full_bath,year_remod/add^2,year_remod/add garage_yr_blt,year_remod/add full_bath,garage_yr_blt^2,garage_yr_blt full_bath,full_bath^2
618,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,245500,8.0,1288.0,500.0,2.0,1260.0,1288.0,1996.0,1996.0,1996.0,1.0,64.0,10304.0,4000.0,16.0,10080.0,10304.0,15968.0,15968.0,15968.0,8.0,1658944.0,644000.0,2576.0,1622880.0,1658944.0,2570848.0,2570848.0,2570848.0,1288.0,250000.0,1000.0,630000.0,644000.0,998000.0,998000.0,998000.0,500.0,4.0,2520.0,2576.0,3992.0,3992.0,3992.0,2.0,1587600.0,1622880.0,2514960.0,2514960.0,2514960.0,1260.0,1658944.0,2570848.0,2570848.0,2570848.0,1288.0,3984016.0,3984016.0,3984016.0,1996.0,3984016.0,3984016.0,1996.0,3984016.0,1996.0,1.0
619,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,113000,6.0,1013.0,160.0,1.0,992.0,1013.0,1926.0,1950.0,1926.0,1.0,36.0,6078.0,960.0,6.0,5952.0,6078.0,11556.0,11700.0,11556.0,6.0,1026169.0,162080.0,1013.0,1004896.0,1026169.0,1951038.0,1975350.0,1951038.0,1013.0,25600.0,160.0,158720.0,162080.0,308160.0,312000.0,308160.0,160.0,1.0,992.0,1013.0,1926.0,1950.0,1926.0,1.0,984064.0,1004896.0,1910592.0,1934400.0,1910592.0,992.0,1026169.0,1951038.0,1975350.0,1951038.0,1013.0,3709476.0,3755700.0,3709476.0,1926.0,3802500.0,3755700.0,1950.0,3709476.0,1926.0,1.0
620,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,296000,8.0,1782.0,932.0,3.0,1782.0,1782.0,2004.0,2005.0,2004.0,2.0,64.0,14256.0,7456.0,24.0,14256.0,14256.0,16032.0,16040.0,16032.0,16.0,3175524.0,1660824.0,5346.0,3175524.0,3175524.0,3571128.0,3572910.0,3571128.0,3564.0,868624.0,2796.0,1660824.0,1660824.0,1867728.0,1868660.0,1867728.0,1864.0,9.0,5346.0,5346.0,6012.0,6015.0,6012.0,6.0,3175524.0,3175524.0,3571128.0,3572910.0,3571128.0,3564.0,3175524.0,3571128.0,3572910.0,3571128.0,3564.0,4016016.0,4018020.0,4016016.0,4008.0,4020025.0,4018020.0,4010.0,4016016.0,4008.0,4.0
621,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,377426,9.0,1922.0,676.0,3.0,1922.0,1922.0,2005.0,2006.0,2005.0,2.0,81.0,17298.0,6084.0,27.0,17298.0,17298.0,18045.0,18054.0,18045.0,18.0,3694084.0,1299272.0,5766.0,3694084.0,3694084.0,3853610.0,3855532.0,3853610.0,3844.0,456976.0,2028.0,1299272.0,1299272.0,1355380.0,1356056.0,1355380.0,1352.0,9.0,5766.0,5766.0,6015.0,6018.0,6015.0,6.0,3694084.0,3694084.0,3853610.0,3855532.0,3853610.0,3844.0,3694084.0,3853610.0,3855532.0,3853610.0,3844.0,4020025.0,4022030.0,4020025.0,4010.0,4024036.0,4022030.0,4012.0,4020025.0,4010.0,4.0
622,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,337500,10.0,1718.0,786.0,3.0,1700.0,1718.0,2006.0,2007.0,2008.0,2.0,100.0,17180.0,7860.0,30.0,17000.0,17180.0,20060.0,20070.0,20080.0,20.0,2951524.0,1350348.0,5154.0,2920600.0,2951524.0,3446308.0,3448026.0,3449744.0,3436.0,617796.0,2358.0,1336200.0,1350348.0,1576716.0,1577502.0,1578288.0,1572.0,9.0,5100.0,5154.0,6018.0,6021.0,6024.0,6.0,2890000.0,2920600.0,3410200.0,3411900.0,3413600.0,3400.0,2951524.0,3446308.0,3448026.0,3449744.0,3436.0,4024036.0,4026042.0,4028048.0,4012.0,4028049.0,4030056.0,4014.0,4032064.0,4016.0,4.0
623,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,552000,10.0,2492.0,949.0,3.0,2492.0,2492.0,2004.0,2005.0,2004.0,2.0,100.0,24920.0,9490.0,30.0,24920.0,24920.0,20040.0,20050.0,20040.0,20.0,6210064.0,2364908.0,7476.0,6210064.0,6210064.0,4993968.0,4996460.0,4993968.0,4984.0,900601.0,2847.0,2364908.0,2364908.0,1901796.0,1902745.0,1901796.0,1898.0,9.0,7476.0,7476.0,6012.0,6015.0,6012.0,6.0,6210064.0,6210064.0,4993968.0,4996460.0,4993968.0,4984.0,6210064.0,4993968.0,4996460.0,4993968.0,4984.0,4016016.0,4018020.0,4016016.0,4008.0,4020025.0,4018020.0,4010.0,4016016.0,4008.0,4.0
624,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,97900,4.0,936.0,265.0,1.0,624.0,624.0,1948.0,1950.0,1948.0,1.0,16.0,3744.0,1060.0,4.0,2496.0,2496.0,7792.0,7800.0,7792.0,4.0,876096.0,248040.0,936.0,584064.0,584064.0,1823328.0,1825200.0,1823328.0,936.0,70225.0,265.0,165360.0,165360.0,516220.0,516750.0,516220.0,265.0,1.0,624.0,624.0,1948.0,1950.0,1948.0,1.0,389376.0,389376.0,1215552.0,1216800.0,1215552.0,624.0,389376.0,1215552.0,1216800.0,1215552.0,624.0,3794704.0,3798600.0,3794704.0,1948.0,3802500.0,3798600.0,1950.0,3794704.0,1948.0,1.0
625,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,208300,6.0,1218.0,676.0,2.0,1218.0,1218.0,2009.0,2009.0,2009.0,2.0,36.0,7308.0,4056.0,12.0,7308.0,7308.0,12054.0,12054.0,12054.0,12.0,1483524.0,823368.0,2436.0,1483524.0,1483524.0,2446962.0,2446962.0,2446962.0,2436.0,456976.0,1352.0,823368.0,823368.0,1358084.0,1358084.0,1358084.0,1352.0,4.0,2436.0,2436.0,4018.0,4018.0,4018.0,4.0,1483524.0,1483524.0,2446962.0,2446962.0,2446962.0,2436.0,1483524.0,2446962.0,2446962.0,2446962.0,2436.0,4036081.0,4036081.0,4036081.0,4018.0,4036081.0,4036081.0,4018.0,4036081.0,4018.0,4.0
626,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,213000,7.0,1820.0,816.0,3.0,910.0,910.0,1996.0,1997.0,1996.0,2.0,49.0,12740.0,5712.0,21.0,6370.0,6370.0,13972.0,13979.0,13972.0,14.0,3312400.0,1485120.0,5460.0,1656200.0,1656200.0,3632720.0,3634540.0,3632720.0,3640.0,665856.0,2448.0,742560.0,742560.0,1628736.0,1629552.0,1628736.0,1632.0,9.0,2730.0,2730.0,5988.0,5991.0,5988.0,6.0,828100.0,828100.0,1816360.0,1817270.0,1816360.0,1820.0,828100.0,1816360.0,1817270.0,1816360.0,1820.0,3984016.0,3986012.0,3984016.0,3992.0,3988009.0,3986012.0,3994.0,3984016.0,3992.0,4.0
627,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,188000,7.0,1724.0,527.0,2.0,880.0,880.0,1998.0,1999.0,1998.0,2.0,49.0,12068.0,3689.0,14.0,6160.0,6160.0,13986.0,13993.0,13986.0,14.0,2972176.0,908548.0,3448.0,1517120.0,1517120.0,3444552.0,3446276.0,3444552.0,3448.0,277729.0,1054.0,463760.0,463760.0,1052946.0,1053473.0,1052946.0,1054.0,4.0,1760.0,1760.0,3996.0,3998.0,3996.0,4.0,774400.0,774400.0,1758240.0,1759120.0,1758240.0,1760.0,774400.0,1758240.0,1759120.0,1758240.0,1760.0,3992004.0,3994002.0,3992004.0,3996.0,3996001.0,3994002.0,3998.0,3992004.0,3996.0,4.0
628,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,162000,6.0,1336.0,488.0,2.0,1121.0,1336.0,1958.0,1958.0,1958.0,1.0,36.0,8016.0,2928.0,12.0,6726.0,8016.0,11748.0,11748.0,11748.0,6.0,1784896.0,651968.0,2672.0,1497656.0,1784896.0,2615888.0,2615888.0,2615888.0,1336.0,238144.0,976.0,547048.0,651968.0,955504.0,955504.0,955504.0,488.0,4.0,2242.0,2672.0,3916.0,3916.0,3916.0,2.0,1256641.0,1497656.0,2194918.0,2194918.0,2194918.0,1121.0,1784896.0,2615888.0,2615888.0,2615888.0,1336.0,3833764.0,3833764.0,3833764.0,1958.0,3833764.0,3833764.0,1958.0,3833764.0,1958.0,1.0
629,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,152000,5.0,1558.0,282.0,1.0,910.0,910.0,1950.0,1950.0,1950.0,1.0,25.0,7790.0,1410.0,5.0,4550.0,4550.0,9750.0,9750.0,9750.0,5.0,2427364.0,439356.0,1558.0,1417780.0,1417780.0,3038100.0,3038100.0,3038100.0,1558.0,79524.0,282.0,256620.0,256620.0,549900.0,549900.0,549900.0,282.0,1.0,910.0,910.0,1950.0,1950.0,1950.0,1.0,828100.0,828100.0,1774500.0,1774500.0,1774500.0,910.0,828100.0,1774500.0,1774500.0,1774500.0,910.0,3802500.0,3802500.0,3802500.0,1950.0,3802500.0,3802500.0,1950.0,3802500.0,1950.0,1.0
630,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,254900,7.0,1947.0,678.0,2.0,991.0,991.0,2004.0,2005.0,2004.0,2.0,49.0,13629.0,4746.0,14.0,6937.0,6937.0,14028.0,14035.0,14028.0,14.0,3790809.0,1320066.0,3894.0,1929477.0,1929477.0,3901788.0,3903735.0,3901788.0,3894.0,459684.0,1356.0,671898.0,671898.0,1358712.0,1359390.0,1358712.0,1356.0,4.0,1982.0,1982.0,4008.0,4010.0,4008.0,4.0,982081.0,982081.0,1985964.0,1986955.0,1985964.0,1982.0,982081.0,1985964.0,1986955.0,1985964.0,1982.0,4016016.0,4018020.0,4016016.0,4008.0,4020025.0,4018020.0,4010.0,4016016.0,4008.0,4.0
631,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,189000,7.0,1657.0,483.0,2.0,832.0,832.0,1994.0,1995.0,1994.0,2.0,49.0,11599.0,3381.0,14.0,5824.0,5824.0,13958.0,13965.0,13958.0,14.0,2745649.0,800331.0,3314.0,1378624.0,1378624.0,3304058.0,3305715.0,3304058.0,3314.0,233289.0,966.0,401856.0,401856.0,963102.0,963585.0,963102.0,966.0,4.0,1664.0,1664.0,3988.0,3990.0,3988.0,4.0,692224.0,692224.0,1659008.0,1659840.0,1659008.0,1664.0,692224.0,1659008.0,1659840.0,1659008.0,1664.0,3976036.0,3978030.0,3976036.0,3988.0,3980025.0,3978030.0,3990.0,3976036.0,3988.0,4.0
632,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,235000,7.0,2064.0,550.0,2.0,2048.0,2064.0,1978.0,1978.0,1978.0,2.0,49.0,14448.0,3850.0,14.0,14336.0,14448.0,13846.0,13846.0,13846.0,14.0,4260096.0,1135200.0,4128.0,4227072.0,4260096.0,4082592.0,4082592.0,4082592.0,4128.0,302500.0,1100.0,1126400.0,1135200.0,1087900.0,1087900.0,1087900.0,1100.0,4.0,4096.0,4128.0,3956.0,3956.0,3956.0,4.0,4194304.0,4227072.0,4050944.0,4050944.0,4050944.0,4096.0,4260096.0,4082592.0,4082592.0,4082592.0,4128.0,3912484.0,3912484.0,3912484.0,3956.0,3912484.0,3912484.0,3956.0,3912484.0,3956.0,4.0
633,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,125000,5.0,1164.0,240.0,1.0,1164.0,1164.0,1950.0,1950.0,1950.0,1.0,25.0,5820.0,1200.0,5.0,5820.0,5820.0,9750.0,9750.0,9750.0,5.0,1354896.0,279360.0,1164.0,1354896.0,1354896.0,2269800.0,2269800.0,2269800.0,1164.0,57600.0,240.0,279360.0,279360.0,468000.0,468000.0,468000.0,240.0,1.0,1164.0,1164.0,1950.0,1950.0,1950.0,1.0,1354896.0,1354896.0,2269800.0,2269800.0,2269800.0,1164.0,1354896.0,2269800.0,2269800.0,2269800.0,1164.0,3802500.0,3802500.0,3802500.0,1950.0,3802500.0,3802500.0,1950.0,3802500.0,1950.0,1.0
634,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,120000,7.0,836.0,308.0,1.0,836.0,836.0,1975.0,1975.0,1975.0,1.0,49.0,5852.0,2156.0,7.0,5852.0,5852.0,13825.0,13825.0,13825.0,7.0,698896.0,257488.0,836.0,698896.0,698896.0,1651100.0,1651100.0,1651100.0,836.0,94864.0,308.0,257488.0,257488.0,608300.0,608300.0,608300.0,308.0,1.0,836.0,836.0,1975.0,1975.0,1975.0,1.0,698896.0,698896.0,1651100.0,1651100.0,1651100.0,836.0,698896.0,1651100.0,1651100.0,1651100.0,836.0,3900625.0,3900625.0,3900625.0,1975.0,3900625.0,3900625.0,1975.0,3900625.0,1975.0,1.0
635,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,81500,1.0,1600.0,270.0,1.0,0.0,1600.0,1951.0,1951.0,1951.0,1.0,1.0,1600.0,270.0,1.0,0.0,1600.0,1951.0,1951.0,1951.0,1.0,2560000.0,432000.0,1600.0,0.0,2560000.0,3121600.0,3121600.0,3121600.0,1600.0,72900.0,270.0,0.0,432000.0,526770.0,526770.0,526770.0,270.0,1.0,0.0,1600.0,1951.0,1951.0,1951.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2560000.0,3121600.0,3121600.0,3121600.0,1600.0,3806401.0,3806401.0,3806401.0,1951.0,3806401.0,3806401.0,1951.0,3806401.0,1951.0,1.0
636,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,118500,6.0,816.0,0.0,0.0,816.0,816.0,1990.0,1990.0,1995.2932369643781,1.0,36.0,4896.0,0.0,0.0,4896.0,4896.0,11940.0,11940.0,11971.759421786268,6.0,665856.0,0.0,0.0,665856.0,665856.0,1623840.0,1623840.0,1628159.2813629326,816.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,665856.0,665856.0,1623840.0,1623840.0,1628159.2813629326,816.0,665856.0,1623840.0,1623840.0,1628159.2813629326,816.0,3960100.0,3960100.0,3970633.5415591127,1990.0,3960100.0,3970633.5415591127,1990.0,3981195.101475786,1995.2932369643781,1.0
637,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,370878,9.0,1766.0,478.0,3.0,1766.0,1766.0,2009.0,2009.0,2009.0,2.0,81.0,15894.0,4302.0,27.0,15894.0,15894.0,18081.0,18081.0,18081.0,18.0,3118756.0,844148.0,5298.0,3118756.0,3118756.0,3547894.0,3547894.0,3547894.0,3532.0,228484.0,1434.0,844148.0,844148.0,960302.0,960302.0,960302.0,956.0,9.0,5298.0,5298.0,6027.0,6027.0,6027.0,6.0,3118756.0,3118756.0,3547894.0,3547894.0,3547894.0,3532.0,3118756.0,3547894.0,3547894.0,3547894.0,3532.0,4036081.0,4036081.0,4036081.0,4018.0,4036081.0,4036081.0,4018.0,4036081.0,4018.0,4.0
638,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,145000,5.0,2002.0,871.0,3.0,1001.0,1001.0,1949.0,1950.0,1949.0,2.0,25.0,10010.0,4355.0,15.0,5005.0,5005.0,9745.0,9750.0,9745.0,10.0,4008004.0,1743742.0,6006.0,2004002.0,2004002.0,3901898.0,3903900.0,3901898.0,4004.0,758641.0,2613.0,871871.0,871871.0,1697579.0,1698450.0,1697579.0,1742.0,9.0,3003.0,3003.0,5847.0,5850.0,5847.0,6.0,1002001.0,1002001.0,1950949.0,1951950.0,1950949.0,2002.0,1002001.0,1950949.0,1951950.0,1950949.0,2002.0,3798601.0,3800550.0,3798601.0,3898.0,3802500.0,3800550.0,3900.0,3798601.0,3898.0,4.0
